row,svkMatvecs,svkSubspaceSize,svkMedian,svkTop,svkBot,b=2Matvecs,b=2SubspaceSize,b=2Median,b=2Top,b=2Bot,b=3Matvecs,b=3SubspaceSize,b=3Median,b=3Top,b=3Bot,b=50Matvecs,b=50SubspaceSize,b=50Median,b=50Top,b=50Bot,b=54Matvecs,b=54SubspaceSize,b=54Median,b=54Top,b=54Bot
1,148.0,50.0,0.19608151924658715,0.19455854595200456,0.19910585877936884,152.0,52.0,0.171087953745532,0.16745481137200496,0.17556406664329907,147.0,51.0,0.21759103564116497,0.2134524342720717,0.22217672789478038,200.0,100.0,0.15610927531425633,0.14729325006129634,0.16250304201300256,216.0,108.0,0.09878830699483648,0.09602242542779077,0.10492709269314959
2,169.0,57.0,0.0642900405441222,0.05947571035162306,0.06551172670139617,170.0,58.0,0.06595741145955106,0.06443915452330472,0.06768083115322167,165.0,57.0,0.0973539411527822,0.09500317510579698,0.10098394514155042,350.0,150.0,0.0018304881226347824,0.0017148725400623862,0.0019802874516418544,378.0,162.0,0.0008570909259101825,0.0007713161211480133,0.000945765357710477
3,190.0,64.0,0.010560576808565795,0.008835181716328813,0.011914007971807064,188.0,64.0,0.01659114564268153,0.01479304405704817,0.02134264832726343,183.0,63.0,0.033796353500613455,0.03276991564681081,0.03602360869338703,500.0,200.0,1.2547501160794408e-6,1.1099538636863762e-6,1.353357377665293e-6,540.0,216.0,3.2046155171133966e-7,2.523944967988358e-7,3.8236530333114627e-7
4,214.0,72.0,3.652104917196912e-5,1.7579435037182475e-5,0.0005388326471456727,212.0,72.0,0.0010702203318865005,0.0007377031607724724,0.0017959425058249338,210.0,72.0,0.0025195990107567106,0.0023355145266089196,0.00364328431475559,650.0,250.0,1.4632412031581447e-10,1.2226716494217314e-10,1.611933334409498e-10,702.0,270.0,2.711244435103892e-11,2.0151105028908196e-11,3.4401038975993413e-11
5,244.0,82.0,1.1847187801239138e-14,3.721629675781928e-15,3.2812368308144e-14,242.0,82.0,8.134200121727343e-9,2.6065959922777413e-9,1.2202287530943998e-8,237.0,81.0,4.824605949029922e-6,1.7250147607665555e-6,6.577696797363187e-6,800.0,300.0,4.093792643360121e-15,3.3804802888352512e-15,4.310887707780733e-15,864.0,324.0,1.0e-15,1.0e-15,1.0e-15
6,274.0,92.0,1.0e-15,1.0e-15,1.0e-15,272.0,92.0,1.364597547786707e-15,1.0e-15,3.876697578939509e-15,264.0,90.0,3.74178540183435e-10,2.2164581116099734e-10,5.636378060798518e-10,950.0,350.0,1.0e-15,1.0e-15,1.0e-15,1026.0,378.0,1.0e-15,1.0e-15,1.0e-15
7,310.0,104.0,1.0e-15,1.0e-15,1.0e-15,308.0,104.0,1.0e-15,1.0e-15,1.0e-15,300.0,102.0,1.0e-15,1.0e-15,1.0e-15,1100.0,400.0,1.0e-15,1.0e-15,1.0e-15,1188.0,432.0,1.0e-15,1.0e-15,1.0e-15
8,349.0,117.0,1.0e-15,1.0e-15,1.0e-15,350.0,118.0,1.0e-15,1.0e-15,1.0e-15,336.0,114.0,1.0e-15,1.0e-15,1.0e-15,1250.0,450.0,1.0e-15,1.0e-15,1.0e-15,1350.0,486.0,1.0e-15,1.0e-15,1.0e-15
9,394.0,132.0,1.0e-15,1.0e-15,1.0e-15,392.0,132.0,1.0e-15,1.0e-15,1.0e-15,381.0,129.0,1.0e-15,1.0e-15,1.0e-15,1550.0,550.0,1.0e-15,1.0e-15,1.0e-15,1512.0,540.0,1.0e-15,1.0e-15,1.0e-15
10,445.0,149.0,1.0e-15,1.0e-15,1.0e-15,446.0,150.0,1.0e-15,1.0e-15,1.0e-15,435.0,147.0,1.0e-15,1.0e-15,1.0e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
