row,svkMatvecs,svkSubspaceSize,svkMedian,svkTop,svkBot,b=2Matvecs,b=2SubspaceSize,b=2Median,b=2Top,b=2Bot,b=3Matvecs,b=3SubspaceSize,b=3Median,b=3Top,b=3Bot,b=50Matvecs,b=50SubspaceSize,b=50Median,b=50Top,b=50Bot,b=54Matvecs,b=54SubspaceSize,b=54Median,b=54Top,b=54Bot
1,148.0,50.0,0.21487262003327628,0.21421576359410072,0.21555184702351793,152.0,52.0,0.20449195275944643,0.20368611676375098,0.20636665188775993,147.0,51.0,0.21823974140246621,0.2176404190226579,0.2188064738825666,200.0,100.0,0.1298100868758005,0.12661938345257778,0.13192363595915688,216.0,108.0,0.11331066558470825,0.11168712126698292,0.11477534471388726
2,169.0,57.0,0.15479484355634623,0.15458417784282916,0.15594587462758208,170.0,58.0,0.15387702657415386,0.15293427334620388,0.1559024544681789,165.0,57.0,0.16770410412989376,0.1672246837054333,0.1688361326528195,350.0,150.0,0.017566563949386688,0.016509848218955344,0.01834557016044007,378.0,162.0,0.012118867141846224,0.011660005102073297,0.012627547745359905
3,190.0,64.0,0.10497427559391093,0.10419876857070394,0.1055586609246795,188.0,64.0,0.11133902386896416,0.11004656512530096,0.1120813721188991,183.0,63.0,0.12353786559881744,0.12165047600325418,0.1241584793496533,500.0,200.0,0.0006422453520907635,0.0005701704236058273,0.0007069024916221939,540.0,216.0,0.00020363878561181924,0.00018249366613147457,0.00026054370835354326
4,214.0,72.0,0.06088379975885844,0.06057091786055041,0.06122236494598701,212.0,72.0,0.06600303609627813,0.06547967358469187,0.06609067773901209,210.0,72.0,0.07105233534531707,0.06946117468704693,0.07266848092567732,650.0,250.0,1.2884640828214313e-6,1.0954052891530806e-6,1.4931040833735373e-6,702.0,270.0,2.5588178166821194e-7,2.2760753235969601e-7,2.625262930953304e-7
5,244.0,82.0,0.026000685849191477,0.025560223819372133,0.02657514696279752,242.0,82.0,0.029737833511183885,0.028627768007265835,0.03036244829318823,237.0,81.0,0.03576429922302887,0.034736609930654014,0.037266823908376746,800.0,300.0,5.939522820962637e-10,5.041271225445957e-10,7.262446238833606e-10,864.0,324.0,3.089992131979981e-11,2.72063740107894e-11,4.6444406936507323e-11
6,274.0,92.0,0.00754833763084113,0.007428543461818976,0.00810398342511503,272.0,92.0,0.010000947893799048,0.009441912204643504,0.010275556467170965,264.0,90.0,0.01502200601325006,0.014180548496389382,0.015399068600340338,950.0,350.0,2.193963205729667e-14,1.9017765171161365e-14,2.4297629895230423e-14,1026.0,378.0,1.0e-15,1.0e-15,1.0e-15
7,310.0,104.0,0.0007189067753411453,0.0004902392149286498,0.0007491959469778986,308.0,104.0,0.001277626040579269,0.0010497820850387174,0.0013497268994557686,300.0,102.0,0.003011147504238091,0.0027601879256404227,0.003229147173630018,1100.0,400.0,1.0e-15,1.0e-15,1.0e-15,1188.0,432.0,1.0e-15,1.0e-15,1.0e-15
8,349.0,117.0,6.013578101060784e-9,1.989664068835716e-9,1.3863239463341918e-8,350.0,118.0,3.2321112234831168e-6,1.6386341845780053e-6,4.110053165916959e-6,336.0,114.0,0.00013905155348830253,0.00012967834711273245,0.0002137726967119026,1250.0,450.0,1.0e-15,1.0e-15,1.0e-15,1350.0,486.0,1.0e-15,1.0e-15,1.0e-15
9,394.0,132.0,1.0e-15,1.0e-15,1.0e-15,392.0,132.0,1.8104297313074855e-12,1.3554386702313985e-12,7.33778170671446e-12,381.0,129.0,2.4757183887166205e-8,1.411833182157622e-8,1.0037723811699512e-7,1550.0,550.0,1.0e-15,1.0e-15,1.0e-15,1512.0,540.0,1.0e-15,1.0e-15,1.0e-15
10,445.0,149.0,1.0e-15,1.0e-15,1.0e-15,446.0,150.0,1.0e-15,1.0e-15,1.0e-15,435.0,147.0,1.1277380964031e-15,1.0e-15,2.8193452410077497e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,502.0,168.0,1.0e-15,1.0e-15,1.0e-15,500.0,168.0,1.0e-15,1.0e-15,1.0e-15,489.0,165.0,1.0e-15,1.0e-15,1.0e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
