row,svkMatvecs,svkSubspaceSize,svkMedian,svkTop,svkBot,b=2Matvecs,b=2SubspaceSize,b=2Median,b=2Top,b=2Bot,b=3Matvecs,b=3SubspaceSize,b=3Median,b=3Top,b=3Bot,b=50Matvecs,b=50SubspaceSize,b=50Median,b=50Top,b=50Bot,b=54Matvecs,b=54SubspaceSize,b=54Median,b=54Top,b=54Bot
1,148.0,50.0,0.024818068900237966,0.02481165643814766,0.024828579460252225,152.0,52.0,0.023876561826050448,0.023865035999165826,0.023889217653875555,147.0,51.0,0.02457326318322299,0.02455005955945929,0.02459775389366171,200.0,100.0,0.01261413885463077,0.012557669187148322,0.01266890934190461,216.0,108.0,0.012090285913206562,0.012017024627363286,0.01212388327769639
2,169.0,57.0,0.021105417573877544,0.021074387200539446,0.021121478885763267,170.0,58.0,0.020750540137815646,0.02073956991249632,0.02079231885710436,165.0,57.0,0.02139889518825763,0.021390290418503446,0.021420838674612412,350.0,150.0,0.005734535008043392,0.005687593328075922,0.005748776567756428,378.0,162.0,0.0052816386945101264,0.005238831999459813,0.005302940757972377
3,190.0,64.0,0.017767649794039803,0.017750581561091664,0.01778690169540173,188.0,64.0,0.017923668572714314,0.01790858472299206,0.017932771975495983,183.0,63.0,0.018551185009304208,0.018525235921955152,0.018588348924023595,500.0,200.0,0.0028252603610375553,0.002805743581228678,0.0028769791400051186,540.0,216.0,0.002542990923860159,0.0025135372347465925,0.0025932533653602956
4,214.0,72.0,0.014547828005373853,0.014540446905664459,0.014562123666997632,212.0,72.0,0.014723738972436055,0.014705072908311863,0.014749297380697923,210.0,72.0,0.014867438194471026,0.014849470158097785,0.014901769163066564,650.0,250.0,0.0014876985335106644,0.0014622301877554003,0.001510031970293699,702.0,270.0,0.0012566986724372074,0.0012388915404245183,0.0012740500475648384
5,244.0,82.0,0.01137790253744241,0.011357335138580678,0.011409083430970243,242.0,82.0,0.011517207283639527,0.011510978731419333,0.01155226901933437,237.0,81.0,0.01197976517901089,0.011969076993524428,0.011998163549750905,800.0,300.0,0.0007480138419426645,0.0007271377134265591,0.0007653199117103,864.0,324.0,0.0005941249876826968,0.0005657504382281585,0.0006067552928551964
6,274.0,92.0,0.008847983686490979,0.008741613306256562,0.008898273636650269,272.0,92.0,0.009076244107081521,0.009054692887350106,0.00909113781185051,264.0,90.0,0.009671537861888596,0.009658700098042925,0.009688206522611638,950.0,350.0,0.0003544471701714357,0.0003471662296263776,0.0003699956411769825,1026.0,378.0,0.00025871173225431514,0.000249582296441751,0.00028384016913662907
7,310.0,104.0,0.006486927912624857,0.00647270444009649,0.006511328454512209,308.0,104.0,0.0068546175985314,0.00683656715016986,0.006860342756372239,300.0,102.0,0.007327282330489586,0.007280390574284529,0.007352779920596451,1100.0,400.0,0.00013846468454899044,0.0001349963483308518,0.00014948063389128108,1188.0,432.0,9.777287041210728e-5,9.506735256545166e-5,0.00010296902186513336
8,349.0,117.0,0.004826610365923005,0.004789926465765313,0.004872872968476297,350.0,118.0,0.004977921015710641,0.004966909176989283,0.004987258469997567,336.0,114.0,0.0055590175634539175,0.0055343684972285504,0.0055696094482772605,1250.0,450.0,4.9262663809393e-5,4.42543117399109e-5,5.1505285110298125e-5,1350.0,486.0,2.472060593545737e-5,2.334438642889481e-5,2.8257979146150604e-5
9,394.0,132.0,0.0034170950804746775,0.003399406035616242,0.0034495951023021873,392.0,132.0,0.0036121925420024665,0.003601785721000595,0.0036233242123119343,381.0,129.0,0.003987694245089083,0.0039648261650058626,0.004025185650826096,1550.0,550.0,1.882239611620708e-6,1.882239611620708e-6,1.995825279596377e-6,1512.0,540.0,4.259174420910604e-6,4.259174420910604e-6,4.740905996622917e-6
10,445.0,149.0,0.002384875777966912,0.0023666653014971333,0.0023914949048358764,446.0,150.0,0.0024017378071645792,0.002367390016363875,0.002410158254764361,435.0,147.0,0.0026562552775592557,0.0026507513143194292,0.0026792166257211987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,502.0,168.0,0.001507400534542768,0.0015023326949715533,0.0015159971012225662,500.0,168.0,0.001565651264414041,0.0015546431021129115,0.0015701851020167264,489.0,165.0,0.001747759993001338,0.0017342650216884386,0.0017587448846912634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,568.0,190.0,0.0008497133104841146,0.0008455041300180076,0.0008609661536771037,566.0,190.0,0.0009043503826492957,0.0008976084375697161,0.0009182854010384124,552.0,186.0,0.0010514604755202262,0.0010347831633477599,0.0010568723278104437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,643.0,215.0,0.0004013848818656157,0.00039581976037188573,0.000409208898577639,644.0,216.0,0.0004216572248885636,0.0004127506328611871,0.0004448452718970293,633.0,213.0,0.0005003044621587473,0.000497237100684765,0.000513109387899212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,724.0,242.0,0.00014688378889710636,0.0001339664174385422,0.0001612789858815398,722.0,242.0,0.00016389198422834473,0.00015808372388582313,0.00016494129393045058,714.0,240.0,0.00020059413726114967,0.00019324349086959758,0.00020969052165942202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,817.0,273.0,2.0980043927142504e-5,1.9783960151175692e-5,2.6080825203563645e-5,818.0,274.0,3.393080382363444e-5,3.087704135843502e-5,3.524515517212055e-5,804.0,270.0,5.6728631484808966e-5,5.313413276920891e-5,5.7522121693160136e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,922.0,308.0,1.3107647934294373e-8,5.6824315456456305e-9,2.3290446412012742e-7,920.0,308.0,8.749758481241466e-7,5.568074949620687e-7,1.6334776537474556e-6,912.0,306.0,4.908699229744231e-6,2.976663386299562e-6,7.399078933946804e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1042.0,348.0,1.0e-15,1.0e-15,1.0e-15,1040.0,348.0,4.178394802437697e-12,8.690999650258911e-13,9.28195323714068e-12,1029.0,345.0,2.5026730557414174e-9,5.191625903851242e-10,2.6120773113861765e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1177.0,393.0,1.0e-15,1.0e-15,1.0e-15,1178.0,394.0,1.0e-15,1.0e-15,1.0e-15,1164.0,390.0,1.0e-15,1.0e-15,1.809965044048297e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1327.0,443.0,1.0e-15,1.0e-15,1.0e-15,1328.0,444.0,1.0e-15,1.0e-15,1.0e-15,1317.0,441.0,1.0e-15,1.0e-15,1.0e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,1498.0,500.0,1.0e-15,1.0e-15,1.0e-15,1496.0,500.0,1.0e-15,1.0e-15,1.0e-15,1488.0,498.0,1.0e-15,1.0e-15,1.0e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
