row,svkMatvecs,svkSubspaceSize,svkMedian,svkTop,svkBot,b=2Matvecs,b=2SubspaceSize,b=2Median,b=2Top,b=2Bot,b=3Matvecs,b=3SubspaceSize,b=3Median,b=3Top,b=3Bot,b=50Matvecs,b=50SubspaceSize,b=50Median,b=50Top,b=50Bot,b=54Matvecs,b=54SubspaceSize,b=54Median,b=54Top,b=54Bot
1,148.0,50.0,0.5267463034412405,0.5051949202786479,0.567167926938968,152.0,52.0,0.380554798632695,0.359329242119925,0.40842054063571565,147.0,51.0,0.6464012975019413,0.5901183811710253,0.7170144401480267,200.0,100.0,0.24439048844161068,0.22333486382695628,0.2878324994963105,216.0,108.0,0.07826666366596763,0.07199886236708605,0.08687769270817093
2,169.0,57.0,0.009343799869967221,0.0022375237563628412,0.01646971098396429,170.0,58.0,0.023385192433341896,0.01813189873268762,0.030576618466459916,165.0,57.0,0.0773050158366031,0.06054600222772455,0.09753964472853341,350.0,150.0,4.3325093649395773e-10,2.9335213851861165e-10,1.020678612256101e-9,378.0,162.0,6.377395607882554e-12,2.516540175520787e-12,1.1907998161608966e-11
3,190.0,64.0,4.42845237959732e-14,3.113490466115357e-14,3.393025918045878e-13,188.0,64.0,1.8061478534159335e-7,3.887594576293218e-8,1.2350376406964013e-6,183.0,63.0,0.0001629032936498135,8.682861852234614e-5,0.0006053809164297478,500.0,200.0,1.0e-15,1.0e-15,1.0e-15,540.0,216.0,1.0e-15,1.0e-15,1.0e-15
4,214.0,72.0,1.0e-15,1.0e-15,1.0e-15,212.0,72.0,1.0e-15,1.0e-15,1.0e-15,210.0,72.0,1.7371071058359143e-12,3.8668363881617976e-13,2.9765647546082675e-12,650.0,250.0,1.0e-15,1.0e-15,1.0e-15,702.0,270.0,1.0e-15,1.0e-15,1.0e-15
5,244.0,82.0,1.0e-15,1.0e-15,1.0e-15,242.0,82.0,1.0e-15,1.0e-15,1.0e-15,237.0,81.0,1.0e-15,1.0e-15,1.0e-15,800.0,300.0,1.0e-15,1.0e-15,1.0e-15,864.0,324.0,1.0e-15,1.0e-15,1.0e-15
6,274.0,92.0,1.0e-15,1.0e-15,1.0e-15,272.0,92.0,1.0e-15,1.0e-15,1.0e-15,264.0,90.0,1.0e-15,1.0e-15,1.0e-15,950.0,350.0,1.0e-15,1.0e-15,1.0e-15,1026.0,378.0,1.0e-15,1.0e-15,1.0e-15
7,310.0,104.0,1.0e-15,1.0e-15,1.0e-15,308.0,104.0,1.0e-15,1.0e-15,1.0e-15,300.0,102.0,1.0e-15,1.0e-15,1.0e-15,1100.0,400.0,1.0e-15,1.0e-15,1.0e-15,1188.0,432.0,1.0e-15,1.0e-15,1.0e-15
8,349.0,117.0,1.0e-15,1.0e-15,1.0e-15,350.0,118.0,1.0e-15,1.0e-15,1.0e-15,336.0,114.0,1.0e-15,1.0e-15,1.0e-15,1250.0,450.0,1.0e-15,1.0e-15,1.0e-15,1350.0,486.0,1.0e-15,1.0e-15,1.0e-15
9,394.0,132.0,1.0e-15,1.0e-15,1.0e-15,392.0,132.0,1.0e-15,1.0e-15,1.0e-15,381.0,129.0,1.0e-15,1.0e-15,1.0e-15,1550.0,550.0,1.0e-15,1.0e-15,1.0e-15,1512.0,540.0,1.0e-15,1.0e-15,1.0e-15
10,445.0,149.0,1.0e-15,1.0e-15,1.0e-15,446.0,150.0,1.0e-15,1.0e-15,1.0e-15,435.0,147.0,1.0e-15,1.0e-15,1.0e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,502.0,168.0,1.0e-15,1.0e-15,1.0e-15,500.0,168.0,1.0e-15,1.0e-15,1.0e-15,489.0,165.0,1.0e-15,1.0e-15,1.0e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,568.0,190.0,1.0e-15,1.0e-15,1.0e-15,566.0,190.0,1.0e-15,1.0e-15,1.0e-15,552.0,186.0,1.0e-15,1.0e-15,1.0e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,643.0,215.0,1.0e-15,1.0e-15,1.0e-15,644.0,216.0,1.0e-15,1.0e-15,1.0e-15,633.0,213.0,1.0e-15,1.0e-15,1.0e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,724.0,242.0,1.0e-15,1.0e-15,1.0e-15,722.0,242.0,1.0e-15,1.0e-15,1.0e-15,714.0,240.0,1.0e-15,1.0e-15,1.0e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,817.0,273.0,1.0e-15,1.0e-15,1.0e-15,818.0,274.0,1.0e-15,1.0e-15,1.0e-15,804.0,270.0,1.0e-15,1.0e-15,1.0e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,922.0,308.0,1.0e-15,1.0e-15,1.0e-15,920.0,308.0,1.0e-15,1.0e-15,1.0e-15,912.0,306.0,1.0e-15,1.0e-15,1.0e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1042.0,348.0,1.0e-15,1.0e-15,1.0e-15,1040.0,348.0,1.0e-15,1.0e-15,1.0e-15,1029.0,345.0,1.0e-15,1.0e-15,1.0e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
