row,svkMatvecs,svkSubspaceSize,svkMedian,svkTop,svkBot,b=2Matvecs,b=2SubspaceSize,b=2Median,b=2Top,b=2Bot,b=3Matvecs,b=3SubspaceSize,b=3Median,b=3Top,b=3Bot,b=50Matvecs,b=50SubspaceSize,b=50Median,b=50Top,b=50Bot,b=54Matvecs,b=54SubspaceSize,b=54Median,b=54Top,b=54Bot
1,148.0,50.0,0.12180595345541853,0.12162532843029326,0.12195844324410485,152.0,52.0,0.11758703145666266,0.1173400033039953,0.11789039833871011,147.0,51.0,0.12117824649296044,0.12097740779753284,0.12144483991766514,200.0,100.0,0.030876865926357792,0.030750284570501905,0.03153756872667276,216.0,108.0,0.02720820123548954,0.026970022303440096,0.027942631308389726
2,169.0,57.0,0.10340151296015088,0.10334345049400209,0.10354223611142892,170.0,58.0,0.10230438640189025,0.10197138099337089,0.10233151955102257,165.0,57.0,0.10563040275018581,0.10548010763353043,0.10600085323457599,350.0,150.0,0.00695793007314722,0.006724957121606051,0.007090447607109473,378.0,162.0,0.00561715697533173,0.005412759026710344,0.005678707108604957
3,190.0,64.0,0.08669704409465655,0.08642039444704987,0.0868628570566813,188.0,64.0,0.0878702396208638,0.08756192420969786,0.08798046650437269,183.0,63.0,0.0908643512334144,0.09082829599713566,0.09120641967020722,500.0,200.0,0.001815816234346691,0.0017904599892133622,0.0018611613689475837,540.0,216.0,0.0014435739479243671,0.0014026951558593383,0.001490272525268229
4,214.0,72.0,0.07181202113363039,0.07149956597683846,0.07192721392922034,212.0,72.0,0.0725336404791642,0.0721910931008396,0.07280857188520487,210.0,72.0,0.07328724991399771,0.07313684670021381,0.07346929272476979,650.0,250.0,0.0004602228932688409,0.0004523344184589199,0.00047053724335992947,702.0,270.0,0.00030618357986451325,0.0002958421873833292,0.00030900239166199516
5,244.0,82.0,0.05768292718932979,0.05757588275266602,0.05786683697627935,242.0,82.0,0.0583919548241392,0.0579968657755511,0.058649996073608365,237.0,81.0,0.0597869282618303,0.059591717781009246,0.06021517542013893,800.0,300.0,9.448871597756017e-5,9.216543463817526e-5,9.826324179891394e-5,864.0,324.0,3.5773932110809894e-5,3.297358183810465e-5,3.702388667772841e-5
6,274.0,92.0,0.048176071106490026,0.047531316761428015,0.04824230373412542,272.0,92.0,0.04799932244400179,0.04773884728464115,0.048245696797256696,264.0,90.0,0.04988588366470029,0.04944981191812645,0.04997447802856702,950.0,350.0,7.670144526462825e-7,5.823890668896727e-7,9.725950656505442e-7,1026.0,378.0,1.5605937868013488e-9,1.0538789329754206e-9,2.2974918108336385e-9
7,310.0,104.0,0.03834158498167482,0.03808734945341418,0.03907402471023613,308.0,104.0,0.03789776350534996,0.03775856667285088,0.03855059494353863,300.0,102.0,0.039321842207066575,0.03840015111797145,0.040052937327923636,1100.0,400.0,3.875845841212806e-13,3.307004930755676e-13,4.512518347030107e-13,1188.0,432.0,1.0e-15,1.0e-15,1.0e-15
8,349.0,117.0,0.029788630592107745,0.029781737299075867,0.029794182613102245,350.0,118.0,0.029374636531975667,0.028481378774935034,0.029750364524051255,336.0,114.0,0.03143808413912583,0.030661289210482476,0.03195723581667697,1250.0,450.0,1.0e-15,1.0e-15,1.0e-15,1350.0,486.0,1.0e-15,1.0e-15,1.0e-15
9,394.0,132.0,0.02072927177050718,0.020713088618272056,0.020742275044249633,392.0,132.0,0.02076169622325166,0.020714111269055768,0.02084513968693595,381.0,129.0,0.022341036751669208,0.021789958550783077,0.022825361321834565,1550.0,550.0,1.0e-15,1.0e-15,1.0e-15,1512.0,540.0,1.0e-15,1.0e-15,1.0e-15
10,445.0,149.0,0.01242496949639741,0.012125590637658033,0.012875380584619001,446.0,150.0,0.011512439974073177,0.011504853193243018,0.011675647676390196,435.0,147.0,0.013111998094019903,0.01309025892380099,0.013153098514939749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,502.0,168.0,0.0043726140183376104,0.004370873575494297,0.004373685098578984,500.0,168.0,0.004365315961123616,0.004360554962342637,0.004372863447145573,489.0,165.0,0.005576672044652953,0.004908772985099827,0.0055965085715396126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,568.0,190.0,0.001058962135357396,0.0010575123481017191,0.0010602587649640018,566.0,190.0,0.0011542134602142659,0.001133237152374257,0.0011630185636772048,552.0,186.0,0.0012695001431039478,0.0012614220690837716,0.0012768982231067942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,643.0,215.0,0.0005504469958595096,0.0005500126592043811,0.0005515080726500958,644.0,216.0,0.0005377411916604998,0.0005317279424230338,0.0005408423572766175,633.0,213.0,0.0005837041633193897,0.0005777860050652467,0.0005973972413727977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,724.0,242.0,0.00028090134078534977,0.00027996789610507675,0.0002830179805866832,722.0,242.0,0.0002785625452983698,0.000272219950361757,0.0002801496270282636,714.0,240.0,0.00030208657101518644,0.00029312764521854007,0.000311472907475637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,817.0,273.0,7.804487123120708e-5,7.764691349040526e-5,7.850352984534986e-5,818.0,274.0,7.606840352471914e-5,7.437397440056103e-5,7.776904815807609e-5,804.0,270.0,9.521852381384565e-5,9.324044389325459e-5,9.719840009054244e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,922.0,308.0,1.0e-15,1.0e-15,1.0e-15,920.0,308.0,2.2324322523600567e-15,1.0e-15,1.3566319072034189e-14,912.0,306.0,5.588832483145964e-7,2.9275192502222865e-8,2.6831426153427103e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1042.0,348.0,1.0e-15,1.0e-15,1.0e-15,1040.0,348.0,1.0e-15,1.0e-15,1.0e-15,1029.0,345.0,1.0e-15,1.0e-15,1.0e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1177.0,393.0,1.0e-15,1.0e-15,1.0e-15,1178.0,394.0,1.0e-15,1.0e-15,1.0e-15,1164.0,390.0,1.0e-15,1.0e-15,1.0e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1327.0,443.0,1.0e-15,1.0e-15,1.0e-15,1328.0,444.0,1.0e-15,1.0e-15,1.0e-15,1317.0,441.0,1.0e-15,1.0e-15,1.0e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,1498.0,500.0,1.0e-15,1.0e-15,1.0e-15,1496.0,500.0,1.0e-15,1.0e-15,1.0e-15,1488.0,498.0,1.0e-15,1.0e-15,1.0e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
